merchant_id,institution_id,merchant_name,merchant_category,city,state,country,merchant_status
MER000298,INS000005,"Chaudhry, Ramakrishnan and Luthra Store",Healthcare,Mumbai,Maharashtra,India,Active
MER000299,INS000001,Kunda PLC Store,Electronics,Indore,Madhya Pradesh,India,Active
MER000300,INS000005,Rau Ltd Store,Shopping,Kochi,Kerala,India,Active
MER000301,INS000005,Vyas LLC Store,Electronics,Chandigarh,Chandigarh,India,Active
MER000302,INS000005,"Brar, Sagar and Som Store",Restaurant,Bengaluru,Karnataka,India,Active
MER000303,INS000003,Kadakia PLC Store,Travel,Bhubaneswar,Odisha,India,Active
MER000304,INS000001,"Choudhry, Sachdev and Khatri Store",Restaurant,Kolkata,West Bengal,India,Active
MER000305,INS000002,"Savant, Mistry and Garg Store",Restaurant,Thane,Maharashtra,India,Active
MER000306,INS000004,Arya Group Store,Entertainment,Thane,Maharashtra,India,Active
MER000307,INS000004,"Solanki, Patla and Ravi Store",Entertainment,Thane,Maharashtra,India,Active
MER000308,INS000004,Mannan LLC Store,Grocery,Surat,Gujarat,India,Active
MER000309,INS000001,"Sandhu, Singhal and Bhat Store",Healthcare,Bhopal,Madhya Pradesh,India,Active
MER000310,INS000002,"Randhawa, Bajwa and Bhatnagar Store",Travel,Hyderabad,Telangana,India,Inactive
MER000311,INS000001,"Raja, Munshi and Kant Store",Fuel,Kolkata,West Bengal,India,Active
MER000312,INS000004,Shetty-Divan Store,Travel,Ahmedabad,Gujarat,India,Active
MER000313,INS000001,Nagy Group Store,Restaurant,Chandigarh,Chandigarh,India,Active
MER000314,INS000001,Vala PLC Store,Entertainment,Pune,Maharashtra,India,Active
MER000315,INS000004,Subramaniam PLC Store,Shopping,Bengaluru,Karnataka,India,Active
MER000316,INS000001,"Sani, Yogi and Sen Store",Electronics,Chandigarh,Chandigarh,India,Inactive
MER000317,INS000002,Loyal Inc Store,Electronics,Chennai,Tamil Nadu,India,Active
MER000318,INS000005,"Manne, Bir and Cherian Store",Travel,Surat,Gujarat,India,Active
MER000319,INS000001,Setty-Kurian Store,Restaurant,Thane,Maharashtra,India,Active
MER000320,INS000001,Guha-Pandey Store,Travel,Hyderabad,Telangana,India,Active
MER000321,INS000004,Sen-Lad Store,Healthcare,Chennai,Tamil Nadu,India,Inactive
MER000322,INS000004,Sarkar-More Store,Grocery,Indore,Madhya Pradesh,India,Active
MER000323,INS000002,"Sama, Grewal and Sastry Store",Restaurant,Mysuru,Karnataka,India,Active
MER000324,INS000004,Varughese-Ahuja Store,Entertainment,Jaipur,Rajasthan,India,Active
MER000325,INS000004,Mutti-Mukhopadhyay Store,Entertainment,Thane,Maharashtra,India,Active
MER000326,INS000005,Mohanty PLC Store,Healthcare,Kolkata,West Bengal,India,Active
MER000327,INS000005,Sarkar-Borde Store,Restaurant,Bhubaneswar,Odisha,India,Active
MER000328,INS000005,"Sastry, Gade and Mittal Store",Fuel,Pune,Maharashtra,India,Active
MER000329,INS000003,"Vig, Desai and Samra Store",Restaurant,Mysuru,Karnataka,India,Active
MER000330,INS000005,Lata Group Store,Entertainment,Delhi,Delhi,India,Active
MER000331,INS000003,"Merchant, Anne and Mukhopadhyay Store",Entertainment,Patna,Bihar,India,Active
MER000332,INS000005,Pau Ltd Store,Entertainment,Mumbai,Maharashtra,India,Active
MER000333,INS000005,"Desai, Walia and Desai Store",Restaurant,Hyderabad,Telangana,India,Active
MER000334,INS000005,Barad-Raju Store,Travel,Pune,Maharashtra,India,Active
MER000335,INS000001,Sethi-Din Store,Entertainment,Thane,Maharashtra,India,Active
MER000336,INS000004,Swaminathan LLC Store,Electronics,Thane,Maharashtra,India,Active
MER000337,INS000001,"Lata, Mane and Madan Store",Healthcare,Indore,Madhya Pradesh,India,Active
MER000338,INS000003,Sagar-Kant Store,Shopping,Pune,Maharashtra,India,Active
MER000339,INS000001,Contractor-Bahl Store,Healthcare,Patna,Bihar,India,Active
MER000340,INS000003,"Chaudry, Dube and Hans Store",Travel,Mumbai,Maharashtra,India,Active
MER000341,INS000005,"Bhargava, Chhabra and Purohit Store",Grocery,Mumbai,Maharashtra,India,Active
MER000342,INS000004,Sura PLC Store,Healthcare,Pune,Maharashtra,India,Active
MER000343,INS000002,Khanna PLC Store,Restaurant,Bengaluru,Karnataka,India,Active
MER000344,INS000004,Chaudhary Inc Store,Fuel,Delhi,Delhi,India,Active
MER000345,INS000005,Bath-Reddy Store,Entertainment,Bhopal,Madhya Pradesh,India,Active
MER000346,INS000001,"Arora, Kumer and Dani Store",Electronics,Mumbai,Maharashtra,India,Active
MER000347,INS000001,Keer Inc Store,Electronics,Nagpur,Maharashtra,India,Active
MER000348,INS000002,Dey-Lal Store,Entertainment,Bengaluru,Karnataka,India,Active
MER000349,INS000003,Chanda-Prabhakar Store,Shopping,Chandigarh,Chandigarh,India,Active
MER000350,INS000005,Shenoy-Narain Store,Travel,Surat,Gujarat,India,Active
MER000351,INS000005,"Sengupta, Mistry and Dugar Store",Shopping,Bhopal,Madhya Pradesh,India,Inactive
MER000352,INS000003,Bala-Kalla Store,Electronics,Bhubaneswar,Odisha,India,Active
MER000353,INS000002,Hora-Nagi Store,Electronics,Hyderabad,Telangana,India,Active
MER000354,INS000005,"Aurora, Halder and Chander Store",Entertainment,Bhubaneswar,Odisha,India,Active
MER000355,INS000003,"Bobal, Sane and Sawhney Store",Restaurant,Kochi,Kerala,India,Active
MER000356,INS000005,Devan LLC Store,Electronics,Mumbai,Maharashtra,India,Active
MER000357,INS000002,Batta-Ravi Store,Shopping,Pune,Maharashtra,India,Active
MER000358,INS000005,Sankar-Sengupta Store,Shopping,Pune,Maharashtra,India,Active
MER000359,INS000004,Shere-Subramanian Store,Healthcare,Ahmedabad,Gujarat,India,Active
MER000360,INS000004,"Nagi, Padmanabhan and Oza Store",Restaurant,Bhopal,Madhya Pradesh,India,Active
MER000361,INS000002,Deshmukh-Dara Store,Healthcare,Patna,Bihar,India,Active
MER000362,INS000001,Kibe LLC Store,Healthcare,Mysuru,Karnataka,India,Inactive
MER000363,INS000004,"Buch, Balakrishnan and Ramanathan Store",Fuel,Jaipur,Rajasthan,India,Active
MER000364,INS000002,Sethi-Kanda Store,Restaurant,Indore,Madhya Pradesh,India,Active
MER000365,INS000002,"Chaudhary, Nanda and Sodhi Store",Electronics,Patna,Bihar,India,Active
MER000366,INS000003,Suri-Ravi Store,Travel,Jaipur,Rajasthan,India,Active
MER000367,INS000005,"Muni, Saxena and Sura Store",Shopping,Indore,Madhya Pradesh,India,Active
MER000368,INS000004,Pai-Deo Store,Entertainment,Pune,Maharashtra,India,Active
MER000369,INS000004,Bahri Ltd Store,Shopping,Chandigarh,Chandigarh,India,Active
MER000370,INS000002,Ray Group Store,Entertainment,Lucknow,Uttar Pradesh,India,Inactive
MER000371,INS000004,Puri-Prasad Store,Grocery,Bhopal,Madhya Pradesh,India,Active
MER000372,INS000003,"Bahl, Tripathi and Zacharia Store",Healthcare,Chennai,Tamil Nadu,India,Active
MER000373,INS000003,Agrawal Group Store,Entertainment,Patna,Bihar,India,Active
MER000374,INS000001,"Bail, Konda and Kala Store",Healthcare,Kochi,Kerala,India,Active
MER000375,INS000002,Kota and Sons Store,Grocery,Pune,Maharashtra,India,Active
MER000376,INS000005,Bhakta-Edwin Store,Grocery,Patna,Bihar,India,Active
MER000377,INS000004,"Loke, Issac and Khosla Store",Entertainment,Jaipur,Rajasthan,India,Active
MER000378,INS000005,Raju-Lall Store,Grocery,Surat,Gujarat,India,Active
MER000379,INS000003,Chand PLC Store,Travel,Indore,Madhya Pradesh,India,Active
MER000380,INS000004,Jha Group Store,Electronics,Delhi,Delhi,India,Active
MER000381,INS000003,Kothari-Edwin Store,Entertainment,Indore,Madhya Pradesh,India,Active
MER000382,INS000004,"Vig, Nigam and Wadhwa Store",Shopping,Mumbai,Maharashtra,India,Active
MER000383,INS000001,Mall-Lalla Store,Restaurant,Jaipur,Rajasthan,India,Active
MER000384,INS000004,"Patla, Sant and Malhotra Store",Entertainment,Chandigarh,Chandigarh,India,Active
MER000385,INS000002,"Behl, Pau and Bedi Store",Fuel,Jaipur,Rajasthan,India,Active
MER000386,INS000005,Mangat Inc Store,Electronics,Thane,Maharashtra,India,Active
MER000387,INS000005,Parmer Inc Store,Fuel,Lucknow,Uttar Pradesh,India,Active
MER000388,INS000004,Murthy and Sons Store,Entertainment,Bhubaneswar,Odisha,India,Active
MER000389,INS000002,"Sahni, Buch and Bera Store",Healthcare,Pune,Maharashtra,India,Active
MER000390,INS000001,Sura-Pant Store,Electronics,Chandigarh,Chandigarh,India,Active
MER000391,INS000005,"Shroff, Yohannan and Bhasin Store",Electronics,Chandigarh,Chandigarh,India,Active
MER000392,INS000003,Ramachandran and Sons Store,Entertainment,Thane,Maharashtra,India,Active
MER000393,INS000004,"Chhabra, Prabhu and Dutt Store",Travel,Delhi,Delhi,India,Active
MER000394,INS000002,"Purohit, Mammen and Khurana Store",Travel,Thane,Maharashtra,India,Active
MER000395,INS000001,"Mohanty, Nath and Dyal Store",Grocery,Mysuru,Karnataka,India,Active
MER000396,INS000005,"Dasgupta, Hayer and Khalsa Store",Shopping,Jaipur,Rajasthan,India,Active
MER000397,INS000002,"Ahluwalia, Gala and Sankar Store",Shopping,Hyderabad,Telangana,India,Active
MER000398,INS000001,Karnik Inc Store,Healthcare,Bhubaneswar,Odisha,India,Active
MER000399,INS000002,"Grewal, Lall and Dua Store",Electronics,Thane,Maharashtra,India,Active
MER000400,INS000001,Mander-Singh Store,Travel,Ahmedabad,Gujarat,India,Active
MER000401,INS000002,Grewal Ltd Store,Entertainment,Mumbai,Maharashtra,India,Active
MER000402,INS000001,Zachariah-Dhar Store,Restaurant,Hyderabad,Telangana,India,Active
MER000403,INS000001,Lal-Sarraf Store,Electronics,Bhopal,Madhya Pradesh,India,Active
MER000404,INS000004,Basak Inc Store,Grocery,Patna,Bihar,India,Active
MER000405,INS000002,Thakkar Inc Store,Fuel,Chennai,Tamil Nadu,India,Inactive
MER000406,INS000003,Balan Inc Store,Restaurant,Mumbai,Maharashtra,India,Active
MER000407,INS000005,"Sabharwal, Sekhon and Amble Store",Travel,Delhi,Delhi,India,Active
MER000408,INS000005,"Memon, Pandya and Narain Store",Electronics,Mumbai,Maharashtra,India,Active
MER000409,INS000001,"Basak, Chana and Kohli Store",Travel,Jaipur,Rajasthan,India,Active
MER000410,INS000005,"Kurian, Choudhry and Kala Store",Healthcare,Surat,Gujarat,India,Active
MER000411,INS000003,Arya Ltd Store,Entertainment,Jaipur,Rajasthan,India,Active
MER000412,INS000004,Goel-Pillai Store,Healthcare,Mumbai,Maharashtra,India,Active
MER000413,INS000004,"Rau, Sathe and Shah Store",Entertainment,Bhubaneswar,Odisha,India,Active
MER000414,INS000003,"Merchant, Narang and Kant Store",Travel,Thane,Maharashtra,India,Active
MER000415,INS000003,"Barad, Verma and Srinivasan Store",Fuel,Kolkata,West Bengal,India,Active
MER000416,INS000005,"Mohan, Kumer and Sridhar Store",Electronics,Ahmedabad,Gujarat,India,Active
MER000417,INS000001,"Arya, Sagar and Chaudhary Store",Shopping,Mysuru,Karnataka,India,Active
MER000418,INS000001,Khalsa-Kapur Store,Shopping,Thane,Maharashtra,India,Active
MER000419,INS000002,"Dewan, Basu and Savant Store",Electronics,Patna,Bihar,India,Active
MER000420,INS000005,Kata LLC Store,Electronics,Ahmedabad,Gujarat,India,Active
MER000421,INS000002,Ben-Ghosh Store,Electronics,Surat,Gujarat,India,Active
MER000422,INS000001,Naik-Subramaniam Store,Electronics,Bhopal,Madhya Pradesh,India,Active
MER000423,INS000004,"Tripathi, Jani and Bakshi Store",Grocery,Bengaluru,Karnataka,India,Active
MER000424,INS000001,"Morar, Prasad and Tiwari Store",Travel,Hyderabad,Telangana,India,Active
MER000425,INS000001,"Sama, Sur and Menon Store",Healthcare,Lucknow,Uttar Pradesh,India,Active
MER000426,INS000003,Ramachandran-Sodhi Store,Electronics,Bhubaneswar,Odisha,India,Active
MER000427,INS000005,Nayak-Kala Store,Fuel,Surat,Gujarat,India,Active
MER000428,INS000005,"Prabhakar, Sandhu and Kannan Store",Shopping,Nagpur,Maharashtra,India,Active
MER000429,INS000004,Mittal Inc Store,Healthcare,Patna,Bihar,India,Active
MER000430,INS000002,Talwar PLC Store,Healthcare,Mumbai,Maharashtra,India,Active
MER000431,INS000002,"Bora, Thakur and Bhattacharyya Store",Grocery,Mumbai,Maharashtra,India,Active
MER000432,INS000003,Mukhopadhyay LLC Store,Travel,Delhi,Delhi,India,Active
MER000433,INS000002,Bhalla PLC Store,Grocery,Lucknow,Uttar Pradesh,India,Active
MER000434,INS000005,Rastogi PLC Store,Entertainment,Chandigarh,Chandigarh,India,Active
MER000435,INS000003,Kaul PLC Store,Travel,Jaipur,Rajasthan,India,Active
MER000436,INS000003,Saraf-Nagi Store,Healthcare,Indore,Madhya Pradesh,India,Active
MER000437,INS000002,Anne Group Store,Entertainment,Patna,Bihar,India,Active
MER000438,INS000003,Bajwa and Sons Store,Electronics,Lucknow,Uttar Pradesh,India,Active
MER000439,INS000002,"Agarwal, Shetty and Kar Store",Fuel,Patna,Bihar,India,Active
MER000440,INS000005,"Solanki, Manne and Salvi Store",Restaurant,Bengaluru,Karnataka,India,Active
MER000441,INS000001,Aurora-Dhillon Store,Electronics,Bhopal,Madhya Pradesh,India,Active
MER000442,INS000003,Keer-Vaidya Store,Restaurant,Delhi,Delhi,India,Active
MER000443,INS000001,Rastogi-Chaudhari Store,Travel,Delhi,Delhi,India,Active
MER000444,INS000001,Tara-Bahl Store,Travel,Pune,Maharashtra,India,Active
MER000445,INS000002,"Nadkarni, Shere and Kanda Store",Travel,Jaipur,Rajasthan,India,Active
MER000446,INS000002,"Magar, Wagle and Sarin Store",Healthcare,Mysuru,Karnataka,India,Active
MER000447,INS000003,"Halder, Mandal and Gandhi Store",Electronics,Delhi,Delhi,India,Active
MER000448,INS000003,"Kapur, Pradhan and Konda Store",Electronics,Patna,Bihar,India,Active
MER000449,INS000005,Raman Ltd Store,Travel,Chennai,Tamil Nadu,India,Active
MER000450,INS000004,Mann PLC Store,Healthcare,Indore,Madhya Pradesh,India,Active
MER000451,INS000001,Patla Group Store,Fuel,Ahmedabad,Gujarat,India,Active
MER000452,INS000003,Agarwal Ltd Store,Entertainment,Bhopal,Madhya Pradesh,India,Active
MER000453,INS000002,"Bose, Lanka and Bandi Store",Healthcare,Thane,Maharashtra,India,Inactive
MER000454,INS000001,Bhandari-Kothari Store,Fuel,Indore,Madhya Pradesh,India,Active
MER000455,INS000002,Shanker-Dar Store,Fuel,Surat,Gujarat,India,Active
MER000456,INS000004,"Kuruvilla, Varma and Kamdar Store",Healthcare,Nagpur,Maharashtra,India,Active
MER000457,INS000002,Chaudry Group Store,Electronics,Bhopal,Madhya Pradesh,India,Active
MER000458,INS000003,Ravi Inc Store,Entertainment,Ahmedabad,Gujarat,India,Active
MER000459,INS000002,"Kant, Wable and Mohan Store",Electronics,Kochi,Kerala,India,Active
MER000460,INS000005,Shan-Loyal Store,Grocery,Bengaluru,Karnataka,India,Active
MER000461,INS000001,"D’Alia, Bandi and Butala Store",Shopping,Chandigarh,Chandigarh,India,Active
MER000462,INS000005,Kakar-Bedi Store,Electronics,Delhi,Delhi,India,Active
MER000463,INS000005,"Mani, Karnik and Naidu Store",Shopping,Mumbai,Maharashtra,India,Active
MER000464,INS000002,"Pau, Basu and Chanda Store",Travel,Chennai,Tamil Nadu,India,Active
MER000465,INS000002,"Bahl, Pradhan and Lanka Store",Healthcare,Thane,Maharashtra,India,Inactive
MER000466,INS000002,"Mishra, Chahal and Nadig Store",Grocery,Mumbai,Maharashtra,India,Active
MER000467,INS000005,Gala Group Store,Entertainment,Mysuru,Karnataka,India,Active
MER000468,INS000004,Kumar-Sama Store,Travel,Jaipur,Rajasthan,India,Active
MER000469,INS000001,"Vohra, Arora and Pandya Store",Travel,Ahmedabad,Gujarat,India,Active
MER000470,INS000003,Hans-Lanka Store,Grocery,Delhi,Delhi,India,Active
MER000471,INS000005,"Ganguly, Wadhwa and Upadhyay Store",Entertainment,Lucknow,Uttar Pradesh,India,Active
MER000472,INS000001,Ranganathan-Basu Store,Restaurant,Bhubaneswar,Odisha,India,Inactive
MER000473,INS000003,"Nagi, Rama and Rana Store",Electronics,Indore,Madhya Pradesh,India,Active
MER000474,INS000002,Chawla-Dugar Store,Fuel,Mumbai,Maharashtra,India,Inactive
MER000475,INS000001,Sood PLC Store,Grocery,Bengaluru,Karnataka,India,Active
MER000476,INS000002,Mitra Ltd Store,Travel,Mysuru,Karnataka,India,Active
MER000477,INS000004,"Chander, Sandhu and Luthra Store",Electronics,Bhubaneswar,Odisha,India,Active
MER000478,INS000002,Sabharwal-Kanda Store,Shopping,Kochi,Kerala,India,Active
MER000479,INS000004,Manne Group Store,Healthcare,Jaipur,Rajasthan,India,Active
MER000480,INS000004,Bansal Ltd Store,Healthcare,Chennai,Tamil Nadu,India,Active
MER000481,INS000001,Sankaran and Sons Store,Fuel,Pune,Maharashtra,India,Active
MER000482,INS000004,Sundaram Group Store,Fuel,Mysuru,Karnataka,India,Active
MER000483,INS000002,Pal LLC Store,Travel,Bengaluru,Karnataka,India,Inactive
MER000484,INS000005,Bajwa-Upadhyay Store,Electronics,Chandigarh,Chandigarh,India,Active
MER000485,INS000003,Singhal-Acharya Store,Fuel,Chennai,Tamil Nadu,India,Active
MER000486,INS000002,Mammen-Parekh Store,Grocery,Patna,Bihar,India,Active
MER000487,INS000002,Sanghvi and Sons Store,Fuel,Lucknow,Uttar Pradesh,India,Active
MER000488,INS000005,Mann and Sons Store,Shopping,Thane,Maharashtra,India,Active
MER000489,INS000002,Bakshi and Sons Store,Electronics,Delhi,Delhi,India,Active
MER000490,INS000004,Krish Inc Store,Fuel,Hyderabad,Telangana,India,Active
MER000491,INS000005,Kaur-Gole Store,Grocery,Kochi,Kerala,India,Active
MER000492,INS000003,"Nagarajan, Sarna and Bawa Store",Entertainment,Kochi,Kerala,India,Active
MER000493,INS000004,Shankar Ltd Store,Entertainment,Mysuru,Karnataka,India,Active
MER000494,INS000002,"Dube, Chadha and Bava Store",Healthcare,Kolkata,West Bengal,India,Active
MER000495,INS000004,Sethi-Palla Store,Restaurant,Ahmedabad,Gujarat,India,Active
MER000496,INS000001,"Rattan, Sawhney and Aggarwal Store",Shopping,Indore,Madhya Pradesh,India,Active
MER000497,INS000004,Madan-Prabhu Store,Travel,Chandigarh,Chandigarh,India,Active
MER000498,INS000005,Tank and Sons Store,Fuel,Bhopal,Madhya Pradesh,India,Active
MER000499,INS000001,"Nagi, Iyer and Saran Store",Shopping,Nagpur,Maharashtra,India,Active
MER000500,INS000004,"Srinivasan, Puri and Chakrabarti Store",Electronics,Thane,Maharashtra,India,Active
MER000501,INS000004,Bhargava-Walia Store,Travel,Bhubaneswar,Odisha,India,Active
MER000502,INS000004,Dash LLC Store,Grocery,Bhopal,Madhya Pradesh,India,Active
MER000503,INS000001,"Majumdar, Mall and Nagi Store",Entertainment,Thane,Maharashtra,India,Active
MER000504,INS000005,"Biswas, Mammen and Kalita Store",Shopping,Ahmedabad,Gujarat,India,Inactive
MER000505,INS000005,"Rattan, Anne and Brahmbhatt Store",Electronics,Kochi,Kerala,India,Active
MER000506,INS000004,Venkatesh Group Store,Travel,Mysuru,Karnataka,India,Active
MER000507,INS000002,Iyengar LLC Store,Entertainment,Bhubaneswar,Odisha,India,Inactive
MER000508,INS000004,"Tella, Varkey and Mukherjee Store",Electronics,Bengaluru,Karnataka,India,Active
MER000509,INS000001,Andra LLC Store,Travel,Lucknow,Uttar Pradesh,India,Active
MER000510,INS000001,Devi-Chaudhary Store,Fuel,Mysuru,Karnataka,India,Active
MER000511,INS000005,Parmar-Chahal Store,Grocery,Bengaluru,Karnataka,India,Active
MER000512,INS000002,Chawla Inc Store,Healthcare,Chandigarh,Chandigarh,India,Active
MER000513,INS000003,"Viswanathan, Khatri and Shroff Store",Electronics,Jaipur,Rajasthan,India,Active
MER000514,INS000005,Char-Sandal Store,Restaurant,Patna,Bihar,India,Active
MER000515,INS000001,Chaudhary Inc Store,Travel,Chennai,Tamil Nadu,India,Active
MER000516,INS000003,"Brar, Thaker and Ravel Store",Grocery,Bhubaneswar,Odisha,India,Active
MER000517,INS000004,"Dalal, Gopal and Natarajan Store",Restaurant,Surat,Gujarat,India,Active
MER000518,INS000005,"Dey, D’Alia and Keer Store",Shopping,Hyderabad,Telangana,India,Active
MER000519,INS000003,Lala and Sons Store,Electronics,Bengaluru,Karnataka,India,Active
MER000520,INS000003,Sridhar LLC Store,Electronics,Chandigarh,Chandigarh,India,Active
MER000521,INS000005,"Memon, Thakkar and Jaggi Store",Restaurant,Chennai,Tamil Nadu,India,Active
MER000522,INS000003,"Ram, Deshpande and Sarkar Store",Healthcare,Kolkata,West Bengal,India,Active
MER000523,INS000001,Muni LLC Store,Electronics,Bhubaneswar,Odisha,India,Active
MER000524,INS000005,Oza PLC Store,Entertainment,Bengaluru,Karnataka,India,Active
MER000525,INS000004,Sampath-Lad Store,Travel,Mumbai,Maharashtra,India,Active
MER000526,INS000001,Tak PLC Store,Grocery,Bengaluru,Karnataka,India,Active
MER000527,INS000004,Sarin LLC Store,Electronics,Mumbai,Maharashtra,India,Active
MER000528,INS000005,Gara-Trivedi Store,Healthcare,Chandigarh,Chandigarh,India,Active
MER000529,INS000004,"Ranganathan, Venkatesh and Warrior Store",Healthcare,Chandigarh,Chandigarh,India,Active
MER000530,INS000001,Doctor and Sons Store,Restaurant,Patna,Bihar,India,Active
MER000531,INS000005,"Mandal, Dugal and Varghese Store",Grocery,Mumbai,Maharashtra,India,Active
MER000532,INS000003,Bhagat Group Store,Shopping,Bhubaneswar,Odisha,India,Active
MER000533,INS000002,"Varma, Chowdhury and Singhal Store",Fuel,Mumbai,Maharashtra,India,Active
MER000534,INS000005,Bains-Doshi Store,Restaurant,Indore,Madhya Pradesh,India,Active
MER000535,INS000004,"Pillay, Deep and Dalal Store",Electronics,Thane,Maharashtra,India,Active
MER000536,INS000001,Chokshi-Tak Store,Entertainment,Pune,Maharashtra,India,Active
MER000537,INS000004,Sawhney-Toor Store,Restaurant,Indore,Madhya Pradesh,India,Active
MER000538,INS000001,Buch-Bir Store,Electronics,Surat,Gujarat,India,Active
MER000539,INS000001,Mohan LLC Store,Entertainment,Chennai,Tamil Nadu,India,Active
MER000540,INS000003,Kibe-Raghavan Store,Fuel,Patna,Bihar,India,Active
MER000541,INS000001,Parikh Inc Store,Restaurant,Bhopal,Madhya Pradesh,India,Active
MER000542,INS000001,"Sandal, Dugar and Oommen Store",Healthcare,Lucknow,Uttar Pradesh,India,Active
MER000543,INS000004,Tank Inc Store,Travel,Thane,Maharashtra,India,Active
MER000544,INS000004,Ramachandran-Bhat Store,Travel,Bhubaneswar,Odisha,India,Active
MER000545,INS000002,"Jayaraman, Agarwal and Gill Store",Entertainment,Hyderabad,Telangana,India,Inactive
MER000546,INS000003,"Majumdar, Wali and Chaudhari Store",Healthcare,Indore,Madhya Pradesh,India,Active
MER000547,INS000005,"Krish, Modi and Oak Store",Travel,Jaipur,Rajasthan,India,Active
MER000548,INS000005,Sangha-Mohan Store,Travel,Lucknow,Uttar Pradesh,India,Active
MER000549,INS000002,Kade LLC Store,Restaurant,Jaipur,Rajasthan,India,Active
MER000550,INS000001,Chacko Inc Store,Grocery,Mumbai,Maharashtra,India,Active
MER000551,INS000002,Shah Ltd Store,Electronics,Bengaluru,Karnataka,India,Active
MER000552,INS000005,Goel-Sarkar Store,Travel,Surat,Gujarat,India,Active
MER000553,INS000004,Ramanathan-Mandal Store,Travel,Nagpur,Maharashtra,India,Active
MER000554,INS000003,Bal-Arya Store,Healthcare,Chandigarh,Chandigarh,India,Active
MER000555,INS000004,"Dara, Chowdhury and Andra Store",Healthcare,Pune,Maharashtra,India,Active
MER000556,INS000002,Kumer-Gill Store,Restaurant,Patna,Bihar,India,Active
MER000557,INS000005,Chahal LLC Store,Grocery,Delhi,Delhi,India,Active
MER000558,INS000001,Sarraf-Dada Store,Restaurant,Bhubaneswar,Odisha,India,Inactive
MER000559,INS000001,Mallick and Sons Store,Fuel,Bhopal,Madhya Pradesh,India,Active
MER000560,INS000003,"Datta, Ramesh and Doctor Store",Grocery,Bengaluru,Karnataka,India,Active
MER000561,INS000003,Palan-Peri Store,Electronics,Kolkata,West Bengal,India,Active
MER000562,INS000003,"Prabhu, Nadkarni and Sharma Store",Restaurant,Surat,Gujarat,India,Active
MER000563,INS000004,Pant-Tailor Store,Restaurant,Bhopal,Madhya Pradesh,India,Active
MER000564,INS000005,Radhakrishnan Inc Store,Shopping,Jaipur,Rajasthan,India,Active
MER000565,INS000004,Babu-Kuruvilla Store,Shopping,Thane,Maharashtra,India,Active
MER000566,INS000004,Korpal and Sons Store,Entertainment,Mysuru,Karnataka,India,Active
MER000567,INS000005,Tripathi-Pal Store,Grocery,Bengaluru,Karnataka,India,Active
MER000568,INS000001,Batta and Sons Store,Restaurant,Bhubaneswar,Odisha,India,Active
MER000569,INS000005,Dar-Devi Store,Grocery,Nagpur,Maharashtra,India,Active
MER000570,INS000005,Mand Ltd Store,Electronics,Kochi,Kerala,India,Active
MER000571,INS000005,Wagle-Singhal Store,Shopping,Indore,Madhya Pradesh,India,Active
MER000572,INS000005,Sant Ltd Store,Restaurant,Surat,Gujarat,India,Active
MER000573,INS000001,Shanker Inc Store,Restaurant,Indore,Madhya Pradesh,India,Active
MER000574,INS000003,Sule-Naidu Store,Shopping,Hyderabad,Telangana,India,Active
MER000575,INS000005,Sarraf and Sons Store,Grocery,Indore,Madhya Pradesh,India,Active
MER000576,INS000001,"D’Alia, Agarwal and Deo Store",Restaurant,Nagpur,Maharashtra,India,Active
MER000577,INS000002,Chana-Deol Store,Shopping,Thane,Maharashtra,India,Active
MER000578,INS000003,Lata Group Store,Travel,Indore,Madhya Pradesh,India,Active
MER000579,INS000001,Chakrabarti Ltd Store,Fuel,Hyderabad,Telangana,India,Active
MER000580,INS000002,Bawa-Choudhury Store,Grocery,Kochi,Kerala,India,Active
MER000581,INS000004,Singh-Sankar Store,Grocery,Surat,Gujarat,India,Active
MER000582,INS000004,"Setty, Dubey and Chopra Store",Healthcare,Jaipur,Rajasthan,India,Active
MER000583,INS000005,"Chad, Gaba and Sharma Store",Travel,Delhi,Delhi,India,Active
MER000584,INS000004,"Ganguly, Munshi and Chada Store",Fuel,Surat,Gujarat,India,Inactive
MER000585,INS000005,"Sane, Prabhakar and Bansal Store",Entertainment,Nagpur,Maharashtra,India,Inactive
MER000586,INS000002,"Bhakta, Gaba and Srinivasan Store",Entertainment,Indore,Madhya Pradesh,India,Active
MER000587,INS000001,Sastry-Sengupta Store,Shopping,Thane,Maharashtra,India,Active
MER000588,INS000003,Prashad-Lala Store,Grocery,Indore,Madhya Pradesh,India,Active
MER000589,INS000003,"Keer, Gaba and Randhawa Store",Fuel,Nagpur,Maharashtra,India,Active
MER000590,INS000001,Srinivas-Palan Store,Electronics,Bengaluru,Karnataka,India,Active
MER000591,INS000005,Tiwari-Sidhu Store,Entertainment,Mumbai,Maharashtra,India,Active
MER000592,INS000005,"Walla, Rajagopal and Ratti Store",Fuel,Kochi,Kerala,India,Active
MER000593,INS000005,Sachar-Ahuja Store,Electronics,Indore,Madhya Pradesh,India,Active
MER000594,INS000005,Kaur-Swamy Store,Healthcare,Mumbai,Maharashtra,India,Active
MER000595,INS000002,"Krish, Saraf and Karan Store",Electronics,Chandigarh,Chandigarh,India,Active
MER000596,INS000001,Kalla LLC Store,Restaurant,Bhopal,Madhya Pradesh,India,Active
MER000597,INS000005,Arora-Dugar Store,Healthcare,Ahmedabad,Gujarat,India,Inactive
