location_id,city,state,country,latitude,longitude
LOC000460,Thane,Maharashtra,India,19.242894,73.018717
LOC000461,Ahmedabad,Gujarat,India,23.06188,72.528959
LOC000462,Patna,Bihar,India,25.625469,85.118719
LOC000463,Kochi,Kerala,India,9.889562,76.302783
LOC000464,Patna,Bihar,India,25.562195,85.162641
LOC000465,Kochi,Kerala,India,9.90702,76.270186
LOC000466,Ahmedabad,Gujarat,India,23.069999,72.58729
LOC000467,Mysuru,Karnataka,India,12.32379,76.600443
LOC000468,Ahmedabad,Gujarat,India,23.057704,72.591054
LOC000469,Lucknow,Uttar Pradesh,India,26.871581,80.967542
LOC000470,Ahmedabad,Gujarat,India,23.057619,72.618453
LOC000471,Bengaluru,Karnataka,India,12.989274,77.618486
LOC000472,Thane,Maharashtra,India,19.266199,72.981672
LOC000473,Bengaluru,Karnataka,India,12.934126,77.591772
LOC000474,Lucknow,Uttar Pradesh,India,26.815599,80.97186
LOC000475,Jaipur,Rajasthan,India,26.933609,75.741909
LOC000476,Mumbai,Maharashtra,India,19.046795,72.904662
LOC000477,Lucknow,Uttar Pradesh,India,26.797163,80.949393
LOC000478,Surat,Gujarat,India,21.166663,72.858826
LOC000479,Chandigarh,Chandigarh,India,30.735943,76.807649
LOC000480,Hyderabad,Telangana,India,17.349669,78.534508
LOC000481,Kochi,Kerala,India,9.910214,76.25799
LOC000482,Kolkata,West Bengal,India,22.566196,88.349366
LOC000483,Surat,Gujarat,India,21.123442,72.845114
LOC000484,Thane,Maharashtra,India,19.234076,72.987976
LOC000485,Lucknow,Uttar Pradesh,India,26.825392,80.925557
LOC000486,Patna,Bihar,India,25.615465,85.136302
LOC000487,Nagpur,Maharashtra,India,21.103026,79.049795
LOC000488,Nagpur,Maharashtra,India,21.184749,79.038761
LOC000489,Kolkata,West Bengal,India,22.551693,88.334304
LOC000490,Mumbai,Maharashtra,India,19.09703,72.833111
LOC000491,Bengaluru,Karnataka,India,12.984567,77.582688
LOC000492,Bengaluru,Karnataka,India,12.95154,77.566692
LOC000493,Indore,Madhya Pradesh,India,22.694208,75.869237
LOC000494,Hyderabad,Telangana,India,17.348749,78.515928
LOC000495,Hyderabad,Telangana,India,17.433178,78.499892
LOC000496,Chennai,Tamil Nadu,India,13.044796,80.230972
LOC000497,Mumbai,Maharashtra,India,19.064389,72.834095
LOC000498,Hyderabad,Telangana,India,17.336166,78.486399
LOC000499,Kolkata,West Bengal,India,22.534661,88.413827
LOC000500,Pune,Maharashtra,India,18.534445,73.821051
